facility_id,facility_name,street,city,state,zip_code,county,telephone_number,start_date,end_date,cauti_sir,cauti_lcl,cauti_catheter_days,cauti_observed,cauti_predicted,cauti_ucl,clabsi_sir,clabsi_lcl,clabsi_observed,clabsi_predicted,clabsi_ucl,clabsi_device_days,cdiff_sir,cdiff_lcl,cdiff_observed,cdiff_patient_days,cdiff_predicted,cdiff_ucl,mrsa_sir,mrsa_lcl,mrsa_observed,mrsa_patient_days,mrsa_predicted,mrsa_ucl,ssi_hyst_sir,ssi_hyst_lcl,ssi_hyst_procedures,ssi_hyst_observed,ssi_hyst_predicted,ssi_hyst_ucl,ssi_colon_sir,ssi_colon_lcl,ssi_colon_procedures,ssi_colon_observed,ssi_colon_predicted,ssi_colon_ucl,median_income,poverty_percentage,tract,x-coordinates,y-coordinates
390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,LUZERNE,(570) 829-8111,01/01/2024,12/31/2024,0.131,0.007,5538,1,7.635,0.646,0.237,0.012,1,4.226,1.167,4016,0.318,0.117,5,32988,15.705,0.706,0.381,0.019,1,34596,2.623,1.880,Not Available,Not Available,19,0,0.154,Not Available,0.507,0.085,149,2,3.946,1.675,51435,23.2,201200,-75.868268907992,41.257847256368
390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,LUZERNE,(570) 829-8111,01/01/2024,12/31/2024,0.131,0.007,5538,1,7.635,0.646,0.237,0.012,1,4.226,1.167,4016,0.318,0.117,5,32988,15.705,0.706,0.381,0.019,1,34596,2.623,1.880,Not Available,Not Available,19,0,0.154,Not Available,0.507,0.085,149,2,3.946,1.675,59929,7.1,201200,-75.868268907992,41.257847256368
390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,01/01/2024,12/31/2024,Not Available,Not Available,469,1,0.262,Not Available,Not Available,Not Available,1,0.341,Not Available,507,0.755,0.192,3,10044,3.976,2.054,Not Available,Not Available,1,10044,0.372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70701,7.8,012300,-77.569763939426,39.75160567785
390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,01/01/2024,12/31/2024,Not Available,Not Available,469,1,0.262,Not Available,Not Available,Not Available,1,0.341,Not Available,507,0.755,0.192,3,10044,3.976,2.054,Not Available,Not Available,1,10044,0.372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86397,7.5,012300,-77.569763939426,39.75160567785
390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,01/01/2024,12/31/2024,Not Available,Not Available,469,1,0.262,Not Available,Not Available,Not Available,1,0.341,Not Available,507,0.755,0.192,3,10044,3.976,2.054,Not Available,Not Available,1,10044,0.372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,140357,7.9,012300,-77.569763939426,39.75160567785
390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,01/01/2024,12/31/2024,Not Available,Not Available,469,1,0.262,Not Available,Not Available,Not Available,1,0.341,Not Available,507,0.755,0.192,3,10044,3.976,2.054,Not Available,Not Available,1,10044,0.372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45250,18.1,012300,-77.569763939426,39.75160567785
390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,01/01/2024,12/31/2024,Not Available,Not Available,469,1,0.262,Not Available,Not Available,Not Available,1,0.341,Not Available,507,0.755,0.192,3,10044,3.976,2.054,Not Available,Not Available,1,10044,0.372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55434,14.9,012300,-77.569763939426,39.75160567785
390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,WESTMORELAND,(724) 832-4000,01/01/2024,12/31/2024,0.122,0.006,6420,1,8.196,0.602,0.587,0.149,3,5.109,1.598,4595,0.445,0.241,12,58882,26.989,0.756,1.050,0.334,4,60990,3.810,2.532,Not Available,Not Available,14,0,0.126,Not Available,0.813,0.136,99,2,2.460,2.686,54000,17.7,804100,-79.55510891771,40.301120878657
390146,WARREN GENERAL HOSPITAL,2 CRESCENT PARK WEST,WARREN,PA,16365,WARREN,(814) 723-4973,01/01/2024,12/31/2024,Not Available,Not Available,317,0,0.217,Not Available,Not Available,Not Available,0,0.046,Not Available,73,0.733,0.269,5,6266,6.821,1.625,Not Available,Not Available,0,6266,0.148,Not Available,Not Available,Not Available,3,0,0.023,Not Available,Not Available,Not Available,10,0,0.269,Not Available,67056,15.1,970800,-79.156708234494,41.842845926682
390146,WARREN GENERAL HOSPITAL,2 CRESCENT PARK WEST,WARREN,PA,16365,WARREN,(814) 723-4973,01/01/2024,12/31/2024,Not Available,Not Available,317,0,0.217,Not Available,Not Available,Not Available,0,0.046,Not Available,73,0.733,0.269,5,6266,6.821,1.625,Not Available,Not Available,0,6266,0.148,Not Available,Not Available,Not Available,3,0,0.023,Not Available,Not Available,Not Available,10,0,0.269,Not Available,40385,8.9,970800,-79.156708234494,41.842845926682
390150,UPMC GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,GREENE,(724) 627-2602,01/01/2024,12/31/2024,Not Available,Not Available,124,0,0.060,Not Available,Not Available,Not Available,0,0.002,Not Available,3,Not Available,Not Available,1,1180,0.610,Not Available,Not Available,Not Available,0,1180,0.023,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,83480,8.1,970501,-80.17386234561,39.90062783117
390153,PAOLI HOSPITAL,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,CHESTER,(610) 648-1000,01/01/2024,12/31/2024,1.049,0.552,10489,11,10.482,1.824,0.652,0.207,4,6.134,1.573,6774,0.281,0.137,9,73772,32.073,0.515,2.022,0.819,6,79239,2.968,4.205,0.926,0.046,155,1,1.080,4.567,0.894,0.284,189,4,4.473,2.157,131420,2.4,300303,-75.499784316483,40.0421093493
390156,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,1500 LANSDOWNE  AVE,DARBY,PA,19023,DELAWARE,(215) 237-4000,01/01/2024,12/31/2024,1.722,0.800,4450,8,4.645,3.270,1.221,0.495,6,4.916,2.539,5548,0.404,0.148,5,30431,12.366,0.896,0.704,0.035,1,30431,1.420,3.473,Not Available,Not Available,20,2,0.206,Not Available,1.047,0.176,72,2,1.910,3.460,57583,23.5,402600,-75.268070087463,39.926535264629
390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,WASHINGTON,(724) 745-6100,01/01/2024,12/31/2024,0.893,0.045,1127,1,1.120,4.403,Not Available,Not Available,0,0.810,Not Available,917,1.023,0.260,3,8048,2.932,2.785,Not Available,Not Available,0,8048,0.397,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.059,Not Available,102708,3.6,745101,-80.190046459663,40.248793047754
390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,(412) 647-2345,01/01/2024,12/31/2024,0.723,0.570,60667,72,99.615,0.905,1.037,0.835,86,82.917,1.275,76734,0.825,0.715,194,333605,235.208,0.947,0.849,0.575,28,333605,32.980,1.211,Not Available,Not Available,44,0,0.401,Not Available,0.509,0.276,792,12,23.587,0.865,31250,61.7,040200,-79.960750094731,40.441895700706
390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,PA,15701,INDIANA,(724) 357-7000,01/01/2024,12/31/2024,1.170,0.429,4111,5,4.275,2.592,0.423,0.021,1,2.362,2.088,2657,0.543,0.276,10,24617,18.424,0.967,1.040,0.174,2,25098,1.923,3.436,Not Available,Not Available,2,0,0.015,Not Available,1.967,0.500,60,3,1.525,5.354,73203,4.6,960800,-79.158899209906,40.608084757191
390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,PA,15701,INDIANA,(724) 357-7000,01/01/2024,12/31/2024,1.170,0.429,4111,5,4.275,2.592,0.423,0.021,1,2.362,2.088,2657,0.543,0.276,10,24617,18.424,0.967,1.040,0.174,2,25098,1.923,3.436,Not Available,Not Available,2,0,0.015,Not Available,1.967,0.500,60,3,1.525,5.354,83084,4.3,960800,-79.158899209906,40.608084757191
390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,PA,15701,INDIANA,(724) 357-7000,01/01/2024,12/31/2024,1.170,0.429,4111,5,4.275,2.592,0.423,0.021,1,2.362,2.088,2657,0.543,0.276,10,24617,18.424,0.967,1.040,0.174,2,25098,1.923,3.436,Not Available,Not Available,2,0,0.015,Not Available,1.967,0.500,60,3,1.525,5.354,36667,36.5,960800,-79.158899209906,40.608084757191
390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,PA,15701,INDIANA,(724) 357-7000,01/01/2024,12/31/2024,1.170,0.429,4111,5,4.275,2.592,0.423,0.021,1,2.362,2.088,2657,0.543,0.276,10,24617,18.424,0.967,1.040,0.174,2,25098,1.923,3.436,Not Available,Not Available,2,0,0.015,Not Available,1.967,0.500,60,3,1.525,5.354,66086,12.4,960800,-79.158899209906,40.608084757191
390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,MERCER,(724) 588-2100,01/01/2024,12/31/2024,0.625,0.031,2244,1,1.599,3.084,Not Available,Not Available,1,0.754,Not Available,1000,0.437,0.073,2,14576,4.576,1.444,Not Available,Not Available,0,16644,0.560,Not Available,Not Available,Not Available,8,0,0.068,Not Available,Not Available,Not Available,8,0,0.185,Not Available,58587,5.4,032200,-80.372424462306,41.411157087501
390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,MERCER,(724) 588-2100,01/01/2024,12/31/2024,0.625,0.031,2244,1,1.599,3.084,Not Available,Not Available,1,0.754,Not Available,1000,0.437,0.073,2,14576,4.576,1.444,Not Available,Not Available,0,16644,0.560,Not Available,Not Available,Not Available,8,0,0.068,Not Available,Not Available,Not Available,8,0,0.185,Not Available,58170,9.7,032200,-80.372424462306,41.411157087501
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,CHESTER,(610) 431-5000,01/01/2024,12/31/2024,1.023,0.499,7257,9,8.801,1.877,0.797,0.323,6,7.528,1.658,7385,0.292,0.153,11,82840,37.694,0.507,0.419,0.070,2,92660,4.773,1.384,1.567,0.498,318,4,2.552,3.781,1.295,0.474,156,5,3.861,2.870,92455,8.2,302702,-75.601359537005,39.970484520793
390184,PENN HIGHLANDS CONNELLSVILLE,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,FAYETTE,(724) 628-1500,01/01/2024,12/31/2024,Not Available,Not Available,276,0,0.150,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,4718,0.932,Not Available,Not Available,Not Available,0,4718,0.125,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38942,18.7,260800,-79.587291872308,40.023126495821
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,01/01/2024,12/31/2024,Not Available,Not Available,881,0,0.444,Not Available,Not Available,Not Available,0,0.096,Not Available,159,1.701,0.690,6,6769,3.527,3.538,Not Available,Not Available,0,7160,0.157,Not Available,Not Available,Not Available,3,0,0.025,Not Available,Not Available,Not Available,12,0,0.287,Not Available,53996,23.5,951100,-78.999978895771,40.960236067533
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,01/01/2024,12/31/2024,Not Available,Not Available,881,0,0.444,Not Available,Not Available,Not Available,0,0.096,Not Available,159,1.701,0.690,6,6769,3.527,3.538,Not Available,Not Available,0,7160,0.157,Not Available,Not Available,Not Available,3,0,0.025,Not Available,Not Available,Not Available,12,0,0.287,Not Available,74250,12.3,951100,-78.999978895771,40.960236067533
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,01/01/2024,12/31/2024,Not Available,Not Available,881,0,0.444,Not Available,Not Available,Not Available,0,0.096,Not Available,159,1.701,0.690,6,6769,3.527,3.538,Not Available,Not Available,0,7160,0.157,Not Available,Not Available,Not Available,3,0,0.025,Not Available,Not Available,Not Available,12,0,0.287,Not Available,60424,12.2,951100,-78.999978895771,40.960236067533
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,01/01/2024,12/31/2024,Not Available,Not Available,881,0,0.444,Not Available,Not Available,Not Available,0,0.096,Not Available,159,1.701,0.690,6,6769,3.527,3.538,Not Available,Not Available,0,7160,0.157,Not Available,Not Available,Not Available,3,0,0.025,Not Available,Not Available,Not Available,12,0,0.287,Not Available,71202,8.1,951100,-78.999978895771,40.960236067533
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,01/01/2024,12/31/2024,Not Available,Not Available,881,0,0.444,Not Available,Not Available,Not Available,0,0.096,Not Available,159,1.701,0.690,6,6769,3.527,3.538,Not Available,Not Available,0,7160,0.157,Not Available,Not Available,Not Available,3,0,0.025,Not Available,Not Available,Not Available,12,0,0.287,Not Available,56310,13.0,951100,-78.999978895771,40.960236067533
